Hours Studied,Previous Scores,Sleep Hours,Sample Question Papers Practiced,Performance Index,Extracurricular Activities
6,61,4,3,52,Yes
6,93,8,9,84,No
9,51,9,3,50,No
5,57,8,7,47,Yes
4,95,8,3,81,Yes
5,85,4,8,70,No
5,86,8,7,77,Yes
8,54,6,4,49,No
8,76,5,8,70,No
2,55,5,7,28,No
7,44,8,9,36,No
8,41,9,3,34,No
6,91,7,3,80,Yes
5,67,8,0,51,No
9,96,9,3,95,No
3,80,8,7,60,No
4,93,4,4,78,No
9,66,9,5,65,No
6,70,7,3,57,No
8,80,8,4,75,Yes
7,75,6,9,69,Yes
2,86,9,7,62,No
3,82,5,8,63,No
1,40,9,2,11,No
9,89,6,9,91,Yes
7,68,6,3,58,No
1,40,6,0,15,No
3,47,7,4,24,No
4,96,7,3,80,No
4,55,9,5,36,No
5,97,7,5,83,No
3,67,5,9,49,Yes
3,61,4,5,41,No
1,57,9,2,33,No
7,61,8,6,52,No
1,80,8,2,52,No
2,51,9,5,31,No
4,58,4,9,38,No
4,64,8,0,45,No
5,89,9,7,79,No
2,98,9,6,78,No
4,44,6,8,24,Yes
1,98,5,2,72,Yes
2,73,8,7,52,Yes
1,78,5,1,50,No
4,98,9,8,83,Yes
4,49,4,0,32,Yes
7,86,9,9,84,Yes
9,96,8,6,95,Yes
9,46,5,9,43,No
5,99,6,0,82,Yes
1,76,6,5,54,Yes
1,86,9,0,59,No
6,91,4,3,78,Yes
2,99,7,6,79,No
8,91,8,1,87,Yes
9,54,9,2,53,Yes
4,81,6,3,65,Yes
5,63,6,5,48,No
8,65,4,8,61,Yes
3,65,6,3,41,Yes
5,85,8,5,75,No
3,65,4,6,44,Yes
3,97,5,3,79,Yes
3,49,4,5,29,Yes
7,56,8,2,44,Yes
7,92,8,4,85,Yes
7,53,5,9,40,No
8,41,9,3,36,No
5,87,4,6,72,No
5,52,8,5,36,Yes
4,66,8,6,51,Yes
7,48,5,5,38,Yes
4,46,7,1,28,Yes
2,87,4,6,59,Yes
4,49,8,7,30,No
8,95,6,6,88,No
9,93,5,3,87,No
3,48,7,3,27,Yes
7,61,7,4,51,No
9,62,5,8,59,No
4,46,7,4,23,No
3,87,8,1,71,No
5,48,7,4,33,Yes
1,66,4,2,38,Yes
3,63,6,9,45,No
8,68,8,7,67,No
8,56,5,9,49,No
4,59,6,9,44,No
2,46,9,1,22,No
8,82,8,3,79,No
8,79,6,4,74,No
4,46,7,3,26,No
3,67,9,4,49,No
2,58,5,9,33,Yes
9,59,5,3,53,No
1,83,4,2,53,Yes
7,78,7,0,69,Yes
5,79,4,3,65,No
8,46,4,8,37,No
4,45,7,0,28,Yes
7,64,8,6,56,Yes
5,80,9,2,64,No
5,98,4,7,83,Yes
9,52,6,5,50,No
9,78,9,0,77,No
9,79,8,9,79,Yes
6,61,7,4,49,No
6,88,5,7,77,Yes
5,56,8,2,40,No
9,87,4,3,83,No
8,61,6,6,53,Yes
7,73,9,5,66,Yes
7,47,7,6,42,No
6,88,5,8,76,No
5,84,9,8,75,Yes
4,57,6,1,40,No
3,63,5,2,45,Yes
3,99,7,3,73,Yes
6,93,9,5,84,Yes
4,99,8,4,84,No
6,81,4,5,71,Yes
3,41,7,7,23,No
4,41,6,1,24,Yes
9,66,8,5,64,No
5,53,9,8,38,No
7,87,5,4,74,Yes
2,78,8,0,58,Yes
5,92,8,7,78,Yes
9,92,6,3,88,No
3,95,4,7,76,No
9,51,8,3,48,No
6,71,8,7,59,Yes
4,67,4,8,46,Yes
7,94,4,4,84,Yes
8,67,5,4,61,Yes
6,85,9,1,76,Yes
5,64,5,8,49,No
6,43,4,3,30,Yes
5,65,7,2,47,No
8,75,4,1,70,Yes
1,89,5,2,69,Yes
7,42,6,3,35,Yes
2,40,6,8,20,Yes
9,56,9,5,55,Yes
1,46,8,9,19,No
6,87,6,4,74,Yes
9,44,5,8,42,No
1,58,6,7,34,No
4,78,7,5,59,No
4,85,4,2,67,No
9,73,4,6,70,Yes
5,74,5,9,61,Yes
5,88,8,5,76,Yes
6,55,4,7,44,Yes
1,79,6,5,50,Yes
1,89,7,9,68,No
9,86,8,3,87,Yes
3,78,8,9,60,Yes
4,66,8,6,47,No
1,80,4,6,55,Yes
9,77,9,7,73,Yes
8,89,8,1,87,No
2,89,5,5,66,Yes
8,64,6,2,56,No
7,65,9,7,59,No
6,95,7,3,83,Yes
1,53,6,3,26,No
7,53,5,1,41,Yes
7,53,5,5,45,Yes
9,64,9,5,63,Yes
1,75,6,0,50,No
2,43,4,7,15,No
9,86,5,2,79,No
9,54,8,0,49,No
6,71,7,9,63,No
6,57,7,0,42,No
4,53,5,0,32,No
4,97,8,4,84,No
5,40,6,4,26,No
3,81,7,0,62,No
1,59,8,4,33,No
1,49,8,6,28,Yes
7,49,4,4,36,No
1,98,5,8,73,Yes
1,63,8,3,37,Yes
3,73,6,8,53,Yes
4,67,7,7,48,Yes
4,66,4,0,48,No
2,79,6,3,54,Yes
1,40,7,6,12,Yes
3,72,5,0,46,Yes
4,43,6,7,24,No
3,46,7,1,26,Yes
8,48,4,7,42,Yes
1,55,7,3,28,No
2,44,8,7,20,No
7,73,4,0,61,No
4,99,6,4,80,No
8,62,9,8,62,No
3,82,5,6,59,No
6,89,4,2,74,No
9,64,4,3,59,No
1,96,4,9,68,No
1,90,7,6,66,Yes
8,52,8,5,43,No
3,63,9,3,44,Yes
5,50,5,2,34,Yes
1,91,5,1,62,No
5,90,8,9,77,No
6,56,7,8,44,No
8,76,7,2,69,No
3,52,8,6,35,Yes
3,66,8,0,50,Yes
9,59,6,7,50,No
4,72,7,0,54,Yes
4,81,4,1,59,No
7,71,5,0,60,Yes
2,47,7,3,25,Yes
8,95,8,1,94,No
6,68,4,0,53,No
3,79,6,0,59,Yes
9,58,9,1,53,No
5,45,6,5,29,Yes
8,83,4,1,73,No
7,99,4,1,87,No
8,78,8,7,72,No
7,87,9,4,82,No
3,80,8,7,60,No
2,60,5,7,38,No
7,96,9,1,89,No
3,61,9,6,45,Yes
3,81,5,8,57,No
2,49,6,7,27,Yes
4,49,4,8,31,No
8,91,6,7,86,Yes
1,68,8,3,45,No
1,55,7,9,30,No
5,40,8,6,28,Yes
5,56,7,8,43,No
1,69,4,8,43,No
6,65,4,3,52,No
1,92,9,6,68,No
5,85,4,5,73,No
9,58,5,2,56,Yes
5,92,5,9,78,No
6,60,7,5,49,Yes
8,56,6,7,52,Yes
1,85,9,1,62,Yes
2,79,6,2,59,Yes
9,60,7,7,60,Yes
3,92,5,3,71,Yes
6,80,8,3,68,Yes
5,79,9,1,68,Yes
2,84,7,9,63,No
7,88,6,0,77,Yes
4,58,7,6,43,No
1,99,7,3,77,Yes
4,46,4,5,28,Yes
6,56,5,7,47,No
7,40,9,6,34,Yes
7,76,4,6,64,No
7,96,5,5,88,Yes
3,45,7,3,21,No
6,65,5,3,53,No
8,41,6,8,34,Yes
4,98,9,4,83,Yes
8,71,4,8,67,Yes
2,96,9,8,75,Yes
9,87,7,3,88,No
9,93,6,1,87,No
8,44,5,1,32,No
1,76,5,8,50,No
2,70,6,8,50,No
6,51,5,2,38,No
5,74,4,4,57,No
9,69,8,4,64,Yes
5,87,5,1,71,Yes
2,45,7,1,19,Yes
4,54,5,9,38,Yes
9,54,9,0,52,Yes
1,55,7,1,27,Yes
1,59,5,6,32,Yes
7,52,5,0,45,Yes
3,83,7,0,61,No
2,81,4,8,57,Yes
9,85,8,1,83,Yes
3,70,8,3,48,Yes
2,73,4,2,50,No
8,68,5,3,61,Yes
6,42,8,6,29,No
6,48,4,9,37,No
7,50,4,1,39,Yes
7,50,8,1,39,No
6,64,7,8,54,Yes
4,61,6,5,46,Yes
9,81,7,6,78,Yes
6,97,5,4,83,No
4,85,7,4,64,Yes
3,48,9,3,26,Yes
4,59,6,7,41,Yes
3,98,6,6,76,No
2,60,4,9,35,No
5,49,9,1,39,No
2,61,5,1,39,No
6,68,4,5,54,Yes
3,48,7,0,28,Yes
6,44,7,6,30,No
9,79,8,7,81,Yes
1,50,4,9,24,No
6,40,9,7,32,Yes
9,92,4,2,87,Yes
4,81,4,6,66,No
2,40,4,0,13,No
4,97,6,2,76,Yes
1,93,8,5,68,No
3,78,5,8,57,Yes
9,99,5,4,98,Yes
5,85,5,4,69,Yes
6,44,6,8,34,Yes
3,88,8,8,68,No
5,61,9,5,47,Yes
8,65,8,4,60,Yes
6,92,6,9,83,Yes
4,45,9,1,25,No
2,71,4,7,50,Yes
9,87,7,7,87,No
1,50,4,6,22,No
1,49,5,7,22,No
4,86,4,2,62,No
7,78,6,2,72,No
1,94,5,1,66,No
9,73,7,0,71,No
4,70,9,2,53,Yes
3,51,9,2,32,Yes
1,90,5,6,65,No
4,83,4,9,65,No
9,55,8,8,50,No
6,77,8,0,66,Yes
6,42,9,7,29,No
1,41,8,0,13,Yes
2,91,5,2,66,Yes
6,44,8,3,32,No
2,50,6,7,26,Yes
3,97,9,0,75,No
4,64,7,1,46,No
5,74,8,4,62,No
9,74,6,5,69,Yes
4,61,6,4,43,No
9,76,5,2,74,Yes
3,61,9,9,43,No
8,94,5,6,86,No
1,50,7,0,24,No
9,71,7,1,67,No
9,74,4,8,71,No
2,70,7,3,48,Yes
4,84,9,7,64,No
8,92,9,8,88,No
7,47,5,6,39,No
1,59,6,0,35,Yes
5,81,4,4,67,No
7,73,7,5,65,No
4,43,6,7,27,No
1,57,5,9,32,No
9,90,8,7,89,Yes
5,43,4,8,30,No
2,59,9,8,37,Yes
8,97,6,3,91,Yes
2,48,5,5,26,Yes
3,55,5,2,32,Yes
1,65,4,0,34,No
2,77,4,5,51,No
7,64,7,0,56,Yes
2,43,7,8,26,Yes
6,80,9,5,73,Yes
3,98,9,0,80,No
4,84,4,2,69,Yes
8,80,4,0,73,Yes
3,77,6,1,55,Yes
6,92,7,5,82,Yes
1,58,5,6,32,Yes
7,53,7,0,41,No
8,60,7,9,55,Yes
8,54,4,4,43,No
3,42,4,5,20,No
1,76,7,3,50,No
9,92,8,5,90,No
6,89,8,4,82,No
9,85,9,6,85,Yes
7,55,7,3,49,No
1,53,8,0,24,No
1,48,9,1,25,Yes
6,86,9,5,76,No
5,46,7,9,33,Yes
9,53,9,1,48,Yes
2,45,4,4,21,Yes
8,60,4,3,58,Yes
5,54,4,6,40,Yes
2,91,5,3,67,No
6,47,4,6,35,Yes
8,73,4,7,68,Yes
4,79,7,6,66,No
2,40,8,1,16,No
5,71,8,0,57,No
2,97,4,4,73,No
2,88,4,6,64,Yes
6,90,4,0,77,No
9,44,9,7,46,Yes
4,69,7,2,50,No
6,61,7,6,50,No
7,59,7,2,51,No
6,55,8,3,43,No
8,46,5,7,40,No
4,46,8,1,30,Yes
1,89,7,5,63,Yes
7,89,6,9,82,Yes
3,41,5,8,20,No
6,86,4,9,73,Yes
2,53,9,8,32,No
9,70,8,4,67,No
1,89,9,2,69,Yes
6,80,5,5,67,Yes
6,53,6,8,44,No
5,44,5,5,29,No
5,50,8,3,38,Yes
1,79,7,4,52,No
5,44,4,6,25,Yes
2,68,7,9,46,Yes
7,50,7,2,42,No
3,44,8,8,24,No
4,88,7,0,70,No
3,93,7,7,78,No
3,71,8,4,51,Yes
4,75,8,9,61,No
5,54,6,8,38,Yes
1,58,7,1,34,Yes
4,61,5,0,42,No
8,73,4,9,68,Yes
7,95,9,6,87,No
9,56,4,9,53,No
5,51,8,8,39,Yes
4,64,9,4,45,Yes
8,95,8,3,89,Yes
9,56,6,3,53,No
7,49,7,7,39,No
7,67,8,0,59,Yes
5,96,8,0,81,No
4,57,4,7,40,No
1,90,7,1,64,Yes
7,57,6,9,53,No
1,84,8,5,56,Yes
1,71,8,1,44,Yes
5,53,8,4,41,Yes
9,95,4,2,91,No
6,55,8,6,46,Yes
3,89,8,8,65,Yes
3,97,4,1,76,Yes
7,57,8,6,50,Yes
6,55,7,7,45,No
9,56,7,9,55,Yes
6,46,4,7,33,No
5,51,7,6,37,Yes
7,73,9,3,63,No
1,49,9,3,24,No
7,44,9,9,37,No
3,60,6,8,39,No
9,42,8,9,41,Yes
6,58,6,8,46,Yes
9,84,7,4,78,No
5,83,4,6,69,No
7,74,9,6,71,No
4,45,4,8,28,Yes
7,53,6,6,45,No
1,43,7,7,20,No
7,84,8,6,81,Yes
8,90,7,3,85,Yes
5,57,9,1,42,Yes
2,68,7,2,46,Yes
5,74,4,6,60,Yes
6,91,5,8,82,Yes
2,77,9,1,55,No
6,55,8,6,44,No
6,59,9,3,47,Yes
1,63,9,6,41,No
1,74,8,4,48,Yes
3,83,9,6,62,No
3,90,4,5,64,Yes
4,58,7,1,40,Yes
2,95,4,6,70,No
9,43,7,4,39,No
7,72,5,8,63,Yes
7,41,9,0,32,Yes
6,52,5,0,37,Yes
3,97,6,1,75,Yes
6,84,7,7,72,Yes
8,69,4,8,63,Yes
8,73,4,6,64,No
9,69,9,0,69,No
1,90,4,6,63,No
1,93,6,7,65,No
3,63,8,6,44,No
3,87,4,4,65,Yes
8,83,9,6,81,Yes
1,72,5,9,45,No
2,80,4,1,59,Yes
2,88,4,8,67,No
3,49,4,1,34,No
6,57,9,1,46,Yes
1,58,8,4,35,Yes
2,46,4,7,22,No
1,96,8,5,72,No
5,58,8,8,47,No
7,63,6,5,55,No
8,54,5,4,47,Yes
1,80,4,0,55,No
7,81,4,7,74,Yes
5,62,4,2,49,No
1,91,8,1,68,No
3,91,7,6,72,Yes
7,43,5,1,32,Yes
1,77,9,0,51,Yes
7,43,4,1,34,Yes
5,44,7,5,33,Yes
1,80,7,1,56,No
1,83,7,0,54,No
1,62,5,0,33,No
9,79,7,3,78,Yes
3,92,9,7,77,Yes
5,76,4,5,62,Yes
9,50,9,3,51,No
6,94,4,5,78,Yes
9,50,6,5,46,No
8,52,8,8,50,No
8,53,7,3,47,No
1,99,9,5,74,Yes
9,47,8,9,47,No
6,64,8,0,52,No
9,57,8,6,54,No
3,90,8,6,69,Yes
3,83,8,0,64,No
6,83,4,7,69,Yes
9,57,5,4,58,Yes
7,49,7,8,37,No
3,46,7,7,26,No
3,99,4,2,80,Yes
2,89,9,0,64,No
9,83,4,2,78,Yes
3,53,8,1,35,Yes
5,54,5,1,36,Yes
9,55,7,3,55,No
8,41,9,1,36,Yes
2,69,6,7,46,Yes
3,69,4,4,51,No
2,57,6,0,30,No
8,70,7,5,68,Yes
6,83,4,6,69,Yes
6,87,7,0,78,Yes
9,52,4,2,51,No
8,59,9,8,55,Yes
4,88,7,6,72,Yes
4,89,6,3,71,No
9,74,5,5,69,No
1,62,9,5,38,Yes
2,81,9,2,61,No
2,72,4,1,49,Yes
6,77,6,4,67,Yes
4,74,7,7,56,No
3,90,6,2,68,Yes
3,75,9,4,60,Yes
3,59,4,2,34,No
6,94,6,6,83,Yes
8,42,7,5,37,No
7,47,8,5,42,Yes
4,79,9,0,62,No
4,98,5,1,80,No
2,71,5,5,46,No
1,68,9,7,47,No
9,46,8,4,46,No
2,41,4,1,13,No
8,60,6,4,55,Yes
9,45,6,8,42,Yes
4,67,8,5,51,No
8,87,8,4,81,Yes
9,81,7,9,75,No
5,75,7,5,59,No
7,71,5,8,62,Yes
4,84,4,6,65,No
1,81,4,9,51,Yes
3,92,8,2,73,No
5,85,5,9,68,No
3,48,5,9,28,Yes
7,50,7,4,39,No
9,62,6,3,55,No
6,89,4,4,76,No
1,50,5,7,24,Yes
7,88,7,5,81,Yes
3,41,7,3,24,Yes
5,42,7,4,29,Yes
4,50,6,6,37,Yes
5,89,5,7,74,No
5,98,8,4,84,Yes
6,74,8,1,64,Yes
6,97,7,5,90,No
8,54,7,8,46,No
8,82,6,2,79,Yes
9,50,7,6,48,No
8,70,9,7,65,No
2,67,5,5,46,No
1,67,7,2,39,Yes
2,71,7,0,49,No
2,64,5,2,39,No
3,59,4,5,40,Yes
7,67,9,3,60,No
2,64,9,0,43,No
1,50,8,5,25,Yes
6,58,7,0,45,Yes
9,67,5,7,64,Yes
3,40,8,2,20,No
6,98,6,2,87,Yes
3,44,4,0,23,Yes
1,49,7,2,23,No
5,81,4,6,67,No
4,85,7,9,74,No
7,73,7,7,64,No
6,75,7,7,66,No
7,41,4,2,29,Yes
5,57,9,4,42,Yes
4,52,6,0,37,Yes
7,90,9,8,82,No
7,44,5,7,35,Yes
6,59,5,9,46,No
8,41,9,1,40,No
4,50,6,9,34,Yes
5,69,6,0,52,Yes
4,71,7,3,52,No
1,71,7,8,50,No
8,97,5,7,91,Yes
1,89,7,2,64,Yes
5,77,7,9,67,No
6,94,6,5,85,No
6,67,4,8,53,No
5,49,9,9,35,No
3,61,8,7,41,Yes
5,94,8,9,81,Yes
8,56,7,4,52,No
2,61,7,8,39,No
6,82,9,8,72,Yes
9,58,8,2,55,No
8,56,6,7,49,No
8,63,8,3,60,No
8,75,8,9,69,No
7,71,8,6,63,No
8,97,7,9,94,No
6,95,7,7,86,Yes
2,97,9,6,75,No
2,85,8,4,66,Yes
8,98,7,0,97,Yes
1,91,9,7,71,Yes
6,75,8,4,59,No
6,67,6,2,54,No
4,53,7,1,34,No
3,97,4,2,77,Yes
3,75,9,8,60,Yes
1,45,7,1,16,No
3,48,6,9,30,No
4,60,6,0,42,Yes
5,51,7,1,36,Yes
3,97,5,1,77,Yes
6,69,9,4,58,No
5,70,8,0,58,Yes
3,79,8,9,60,Yes
6,95,6,7,87,Yes
6,43,7,1,30,No
8,70,5,5,59,No
2,66,9,4,42,No
1,97,4,1,70,Yes
4,96,8,9,82,Yes
7,64,9,0,56,Yes
3,44,9,5,24,Yes
3,45,5,5,27,No
5,44,9,2,33,Yes
5,90,8,7,75,Yes
3,66,7,8,45,No
9,47,8,2,45,Yes
4,48,4,8,30,Yes
3,54,7,7,29,Yes
2,75,6,4,50,No
9,96,5,5,95,Yes
4,80,8,0,63,No
3,46,7,4,24,Yes
7,71,9,9,63,No
8,47,7,9,41,No
2,86,8,6,69,No
7,90,6,0,81,Yes
5,54,8,9,40,Yes
5,76,6,8,66,No
3,58,9,6,40,No
5,78,8,3,63,Yes
2,45,7,3,21,No
4,98,4,9,81,Yes
6,58,4,6,47,Yes
1,96,9,5,69,No
4,67,7,2,47,No
6,56,4,8,44,Yes
9,81,9,5,78,Yes
2,58,6,1,36,Yes
7,70,7,9,60,No
6,50,6,1,43,Yes
2,54,7,0,30,No
8,49,6,4,43,No
7,82,6,9,75,Yes
5,62,4,5,46,No
5,42,7,2,29,No
7,42,8,3,33,No
9,57,4,4,51,No
9,64,6,3,58,Yes
9,82,6,8,81,Yes
6,59,8,2,49,No
6,97,8,4,84,No
3,68,6,6,47,No
1,61,8,6,38,No
7,89,5,5,78,No
4,96,4,8,77,Yes
1,54,7,6,29,Yes
8,78,8,3,76,Yes
6,49,8,9,41,Yes
6,60,5,8,51,No
2,94,7,5,70,No
1,91,5,0,63,Yes
2,68,7,8,46,Yes
4,71,4,6,53,Yes
2,49,8,5,25,No
1,52,4,5,26,No
7,86,7,3,74,No
8,62,8,3,57,Yes
6,89,5,2,80,Yes
4,62,6,7,45,No
6,70,5,7,56,No
3,43,6,1,19,No
8,91,5,4,86,Yes
2,88,7,8,70,No
5,99,4,8,85,No
1,42,6,6,16,Yes
6,60,7,3,47,No
2,92,4,3,65,No
4,41,4,9,23,No
6,43,8,6,29,No
8,40,8,2,36,Yes
8,54,8,2,49,No
6,96,6,4,85,Yes
4,72,6,5,56,No
8,45,4,7,39,Yes
8,46,6,0,40,No
1,58,4,6,33,No
4,83,7,7,67,Yes
4,40,5,4,19,No
7,78,4,9,74,No
7,58,4,1,47,Yes
8,84,7,3,77,No
5,65,8,5,52,No
7,83,9,8,76,No
8,51,8,1,42,No
9,61,8,3,56,No
3,52,4,9,30,Yes
3,67,4,4,47,Yes
4,53,6,7,34,No
5,61,6,7,48,No
1,69,5,1,42,Yes
7,83,5,5,74,Yes
9,59,9,5,58,Yes
8,83,6,4,75,Yes
5,66,4,7,54,Yes
4,77,7,9,62,Yes
7,98,6,1,88,No
5,81,4,1,64,No
7,91,6,6,81,No
1,95,8,8,69,No
1,80,6,2,51,No
3,73,9,6,52,Yes
2,78,8,2,58,Yes
2,80,4,5,55,Yes
7,96,8,2,86,Yes
2,83,6,0,62,Yes
4,76,8,5,60,Yes
2,40,9,2,15,No
6,93,7,0,82,No
8,54,8,4,52,Yes
4,71,9,7,57,No
5,47,8,7,34,Yes
4,72,5,7,55,No
3,57,7,2,39,Yes
5,84,4,7,73,Yes
9,68,9,3,64,No
8,71,8,7,67,Yes
8,72,7,2,67,No
8,44,4,2,36,No
8,57,7,0,52,Yes
7,87,9,7,85,Yes
8,97,5,7,91,Yes
8,49,9,8,42,No
8,75,9,5,74,No
7,72,4,1,65,Yes
1,62,4,0,36,Yes
4,79,8,7,63,Yes
4,44,6,9,29,Yes
5,73,9,3,60,Yes
6,63,4,6,50,Yes
4,56,9,9,40,Yes
2,70,9,3,48,No
6,46,4,0,33,No
8,56,5,7,51,Yes
8,67,5,9,64,Yes
7,77,9,8,70,No
6,61,5,9,49,Yes
2,54,9,8,33,No
7,76,8,8,69,No
5,54,4,3,41,Yes
6,89,9,8,79,No
8,89,5,3,81,No
8,64,5,1,57,Yes
3,92,7,9,73,Yes
7,60,7,2,49,No
1,94,5,1,64,Yes
1,77,8,0,49,No
7,41,6,5,31,No
9,66,9,3,61,No
7,88,7,6,81,No
5,71,9,6,59,No
8,60,7,9,54,No
2,43,4,0,18,Yes
9,83,4,8,80,Yes
6,58,5,7,43,Yes
9,41,4,9,39,Yes
2,65,4,0,39,No
3,73,6,7,51,No
8,53,8,4,49,No
1,54,5,0,27,No
7,59,6,3,51,No
7,73,5,6,64,Yes
1,75,8,4,51,Yes
9,58,5,2,56,Yes
8,48,9,3,46,No
4,46,9,1,28,No
5,69,9,7,57,Yes
2,52,4,1,28,No
9,66,8,5,65,No
6,83,6,6,71,Yes
3,74,6,6,54,No
7,52,7,0,44,Yes
9,54,6,7,52,Yes
3,85,9,8,71,Yes
2,95,9,6,74,Yes
7,48,7,7,38,No
7,84,4,3,75,No
4,62,6,7,43,No
9,93,8,2,90,Yes
8,75,7,0,69,No
1,92,6,7,67,Yes
1,79,4,5,52,No
5,42,8,8,27,No
6,73,8,2,63,Yes
3,58,4,7,41,No
9,67,6,8,67,Yes
6,62,5,8,47,Yes
4,79,6,6,61,No
7,88,7,9,82,No
8,84,7,2,75,No
9,46,6,2,37,No
6,80,9,1,68,Yes
6,51,7,0,37,Yes
8,53,5,1,49,No
5,85,9,4,73,No
3,54,5,0,32,No
3,42,8,9,23,Yes
6,54,7,3,43,No
2,90,9,9,70,Yes
6,63,6,9,53,No
6,91,9,0,81,No
8,85,8,9,84,Yes
7,47,5,7,38,Yes
8,44,8,4,40,No
9,90,4,9,88,Yes
6,43,7,3,32,Yes
3,53,6,2,31,No
3,55,5,8,35,Yes
1,59,8,5,34,Yes
5,63,6,0,49,No
4,45,7,7,28,No
9,94,6,9,91,Yes
9,96,7,1,90,No
5,70,7,8,55,Yes
4,45,7,6,27,Yes
7,74,8,2,67,Yes
6,54,7,3,41,No
4,68,6,2,53,Yes
2,42,4,5,15,Yes
1,50,6,8,26,Yes
4,42,8,9,22,No
4,67,7,8,48,No
1,49,4,0,19,No
6,89,8,9,78,Yes
4,72,5,5,53,Yes
1,87,5,0,61,No
1,55,5,3,30,Yes
1,98,4,6,70,Yes
8,49,6,3,42,Yes
8,72,4,8,67,Yes
2,75,4,9,51,No
7,42,4,4,35,No
8,44,5,8,38,No
8,51,9,0,44,Yes
7,96,6,3,86,Yes
5,83,9,6,68,No
1,52,9,1,25,No
9,63,4,8,59,No
7,83,6,2,74,Yes
2,96,9,3,73,No
6,71,7,3,61,Yes
2,55,4,7,32,No
1,71,4,1,41,Yes
7,84,4,4,72,Yes
2,76,7,1,51,No
2,95,7,5,72,Yes
5,75,5,8,60,Yes
5,60,8,8,46,No
7,86,6,0,77,No
1,51,8,3,23,No
8,90,4,3,82,Yes
3,60,9,0,37,Yes
4,99,4,9,80,No
9,90,9,1,87,No
4,60,5,5,41,Yes
5,82,8,9,67,No
7,92,4,2,81,No
4,45,8,8,30,Yes
1,48,5,2,19,Yes
9,40,8,2,39,No
4,51,9,8,34,Yes
9,97,6,2,93,Yes
6,53,5,5,43,No
1,45,8,5,21,No
3,40,4,0,17,No
2,61,7,6,40,Yes
9,73,7,8,68,No
1,95,5,8,74,Yes
9,50,7,8,45,No
9,42,6,1,38,Yes
8,81,5,0,76,Yes
8,45,4,5,38,No
1,45,4,5,18,Yes
8,59,5,3,54,No
3,60,7,7,42,No
7,41,7,4,31,Yes
1,65,4,6,42,Yes
1,70,6,8,44,Yes
5,65,9,0,54,No
5,95,7,8,83,No
8,71,6,3,64,No
7,49,7,6,38,No
8,62,9,3,57,No
6,97,5,3,83,No
6,45,8,3,34,Yes
2,62,4,5,39,No
6,67,5,4,56,No
5,88,7,1,76,No
3,69,9,8,49,No
6,53,4,5,41,Yes
8,76,8,9,69,Yes
9,94,8,5,93,Yes
1,71,9,8,44,No
3,88,9,0,73,No
3,73,7,6,56,No
8,80,4,2,70,Yes
1,83,7,3,56,No
5,90,8,0,77,No
3,61,5,2,40,Yes
2,70,5,6,47,Yes
8,46,6,5,40,No
3,80,8,0,62,Yes
7,60,8,8,57,No
1,55,7,3,26,No
6,59,6,6,47,Yes
3,82,9,3,59,No
8,83,6,6,78,Yes
6,86,4,4,77,Yes
2,89,7,0,67,No
6,58,9,3,49,Yes
7,87,9,2,80,No
5,71,5,5,54,No
3,54,4,5,30,Yes
4,44,6,0,29,Yes
4,50,5,1,31,Yes
6,54,8,1,42,No
1,68,7,9,39,No
4,89,6,3,70,No
4,84,8,8,69,No
1,43,9,1,18,No
9,88,6,7,89,No
4,75,5,0,56,No
7,87,4,7,78,Yes
3,62,5,2,44,No
3,54,7,4,36,No
8,85,7,0,76,Yes
8,83,6,0,79,No
1,42,5,5,12,No
2,71,4,2,48,Yes
8,49,9,7,46,No
1,79,7,3,54,Yes
8,77,4,5,69,No
8,61,8,9,56,No
2,53,6,8,26,Yes
4,56,4,7,39,Yes
6,60,6,3,48,No
9,90,8,9,92,No
8,87,4,7,81,Yes
8,54,4,6,46,No
7,97,9,4,89,Yes
9,54,8,6,51,Yes
2,40,5,6,16,Yes
3,63,4,9,40,No
8,94,9,1,90,No
6,94,4,6,83,No
9,51,9,2,46,Yes
4,49,7,7,32,No
8,85,5,7,82,Yes
3,81,4,8,63,Yes
3,81,8,3,59,No
8,91,6,9,89,No
5,70,8,2,55,Yes
3,50,5,8,29,No
1,93,7,8,68,Yes
3,55,7,1,32,No
9,48,7,5,44,Yes
5,86,9,2,75,No
2,53,8,4,33,Yes
7,58,6,1,49,No
2,70,6,3,47,Yes
4,48,9,2,35,Yes
7,75,4,1,67,Yes
4,92,9,5,77,Yes
7,78,6,2,65,Yes
7,93,6,3,86,Yes
1,65,4,5,40,No
6,47,8,4,37,Yes
9,63,8,3,57,Yes
2,47,5,3,23,No
3,58,8,1,42,No
5,86,7,9,73,Yes
9,87,7,3,88,No
4,69,5,7,53,No
1,97,6,4,72,Yes
4,61,5,9,47,Yes
6,94,4,9,81,No
5,48,5,7,30,No
1,97,5,5,68,No
4,97,9,9,83,No
6,83,7,4,73,No
4,87,4,3,67,No
9,43,9,9,45,Yes
5,76,4,8,61,No
8,47,5,9,43,Yes
9,40,9,4,37,Yes
5,67,9,9,54,No
6,45,4,5,29,Yes
1,86,4,6,59,No
7,75,8,0,67,Yes
4,92,4,8,73,No
2,50,9,7,29,Yes
5,44,6,4,29,No
3,89,4,2,67,Yes
6,63,7,4,51,No
8,86,8,4,80,Yes
7,57,7,8,48,Yes
3,59,7,6,42,Yes
8,67,6,1,57,No
2,52,8,4,31,No
9,44,5,8,38,No
